name,language,genre,release_date,runtime,cbfc_rating,budget,box_office_collection_worldwide,verdict,actors,music,director,writer,producer,subtitle_path,data_path
Phir Hera Pheri,hi,"['Comedy', 'Crime']",09-06-2006,153,UA,180000000,691200000,Super Hit,"['Akshay Kumar', 'Sunil Shetty', 'Paresh Rawal', 'Bipasha Basu', 'Rimi Sen', 'Johnny Lever', 'Manoj Joshi', 'Rajpal Yadav', 'Sharat Saxena', 'Suresh Menon', 'Dinesh Hingoo', 'Nana Patekar', 'Dia Mirza', 'Kiku Sharda', 'Javed Khan']",['Himesh Reshammiya'],['Neeraj Vora'],['Neeraj Vora'],[],/Subtitle/Phir Hera Pheri/Phir Hera Pheri.srt,
The Dirty Picture,hi,"['Biography', 'Comedy', 'Drama', 'Musical']",02-12-2011,145,A,310000000,1169997500,Super Hit,"['Vidya Balan', 'Emraan Hashmi', 'Tusshar Kapoor', 'Naseeruddin Shah', 'Anju Mahendru', 'Rajesh Sharma', 'Imran Hasnee', 'Shivani Tanksale', 'Lavin Gothi']","['Vishal Dadlani', 'Shekhar Ravjiani', 'Sandeep Shirodkar', 'Koteswara Rao S.V.']","['Milan Luthria', 'Shahana Dasgupta']",['Rajat Arora'],"['Ekta Kapoor', 'Shobha Kapoor', 'Tanuj Garg', 'Abhishek Banerjee', 'Anmol Ahuja', 'Deepak Gawade', 'Dinesh Pawar', 'Swati Shetty', 'Puneet Kinra']",/Subtitle/The Dirty Picture/The Dirty Picture.srt,
Bunty Aur Babli,hi,"['Comedy', 'Crime', 'Drama', 'Romance']",27-05-2005,170,UA,125000000,637405000,Super Hit,"['Abhishek Bachchan', 'Rani Mukerji', 'Amitabh Bachchan', 'Raj Babbar', 'Tania Zaetta', 'Aishwarya Rai Bachchan', 'Prem Chopra', 'Kiran Juneja', 'Pratima Kazmi', 'Puneet Issar', 'Ranjeet', 'Ravi Baswani', 'Sanjay Mishra']",[],"['Yash Chopra', 'Shaad Ali']",['Jaideep Sahni'],"['Aditya Chopra', 'Sanjay Shivalkar']",/Subtitle/Bunty Aur Babli/Bunty Aur Babli.srt,
Ek Villain,hi,"['Action', 'Crime', 'Drama', 'Thriller']",27-06-2014,129,UA,390000000,1531800000,Super Hit,"['Ritesh Deshmukh', 'Sidharth Malhotra', 'Shraddha Kapoor', 'Shaad Randhawa', 'Aamna Shariff', 'Asif Basra', 'Kamaal Rashid Khan', 'Rishina Kandhari', 'Prachi Desai', 'Praveena Deshpande', 'Anagha Joshi', 'Rumana Molla', 'Sidhaant Sachdev']","['Mithoon Sharma', 'Ankit Tiwari', 'Arijit Singh', 'Momina Mustehsan', 'Adnan Dhool', 'Mustafa Zahid', 'Rabbi Ahmed']","['Mohit Suri', 'Pranjal Srivastava', 'Neha Dwivedi', 'Nehal Padbidri']","['Milap Zaveri', 'Tushar Hiranandani', 'Manoj Muntashir']","['Ekta Kapoor', 'Shobha Kapoor', 'Nitin Upadhyaya', 'Aadore Mukherjee Mehra', 'Praful Salunke']",/Subtitle/Ek Villain/Ek Villain.srt,
Mujhe Kucch Kehna Hai,hi,"['Drama', 'Romance']",25-05-2001,135,NA,70000000,309855000,Super Hit,"['Kareena Kapoor Khan', 'Tusshar Kapoor', 'Amrish Puri', 'Rinke Khanna', 'Dalip Tahil', 'Himani Shivpuri', 'Alok Nath', 'Vrajesh Hirjee', 'Pankaj Berry', 'Hemant Pandey', 'Asha Sharma', 'Yashpal Sharma']",[],['Satish Kaushik'],['Rumi Jaffery'],[],/Subtitle/Mujhe Kucch Kehna Hai/Mujhe Kucch Kehna Hai.srt,
Ajab Prem Ki Ghazab Kahani,hi,"['Action', 'Comedy', 'Romance']",06-11-2009,150,U,440000000,997375000,Super Hit,"['Ranbir Kapoor', 'Katrina Kaif', 'Upen Patel', 'Govind Namdeo', 'Darshan Jariwala', 'Mithilesh Chaturvedi', 'Navneet Nishan', 'Smita Jaykar', 'Shyam Mashalkar', 'Dolly Bindra', 'Mohan Raman', 'Zakir Hussain', 'Delhi Ganesh', 'Salman Khan']","['Salim Merchant', 'Pritam Chakraborty', 'Sulaiman Merchant', 'Kailash Kher', 'Atif Aslam', 'Joe Rodrigues', 'Sunidhi Chauhan', 'Parikshit Lalwani', 'Leslie Fernandes', 'Javed Ali', 'Mika Singh', 'Alisha Chinai', 'Kay Kay', 'Joi Barua', ""Suzanne D'Mello"", 'Hard Kaur', 'Neeraj Shreedhar', 'Rana Mazumdar']","['Rajkumar Santoshi', 'Dharam Prakash']","['Rajkumar Santoshi', 'K. Rajeswar', 'R.D. Tailang', 'Irshad Kamil']","['Ramesh Sadhuram Taurani', 'Dilip Advani']",/Subtitle/Ajab Prem Ki Ghazab Kahani/Ajab Prem Ki Ghazab Kahani.srt,
OMG! Oh My God,hi,"['Comedy', 'Drama', 'Fantasy']",28-09-2012,125,U,250000000,1215775000,Super Hit,"['Paresh Rawal', 'Akshay Kumar', 'Mithun Chakraborty', 'Om Puri', 'Mahesh Manjrekar', 'Puja Gupta', 'Apoorva Arora', 'Poonam Jhawer']","['Himesh Reshammiya', 'Amar Mohile', 'Sachin Sanghvi', 'Jigar Saraiya', 'Meet Bros Anjjan']",['Umesh Shukla'],"['Bhavesh Mandalia', 'Saumya Joshi']",[],/Subtitle/OMG! Oh My God/OMG! Oh My God.srt,
2 States,hi,"['Comedy', 'Drama', 'Romance']",17-04-2014,149,UA,450000000,1729900000,Super Hit,"['Alia Bhatt', 'Arjun Kapoor', 'Amrita Singh', 'Revathi', 'Ronit Roy', 'Shivkumar Subramaniam', 'Aru Krishansh Verma', 'Amit Bhargav', 'Achint Kaur', 'Bikramjeet Kanwarpal', 'Madhu Anand Chandhock']","['Shankar Mahadevan', 'Ehsaan Noorani', 'Loy Mendonsa', 'Ali Merchant', 'Ajay Kumar P. B.']","['Abhishek Varman', 'Kriti Kapoor']","['Chetan Bhagat', 'Amitabh Bhattacharya', 'Hussain Dalal']","['Sajid Nadiadwala', 'Karan Johar', 'Nandini Shrikent', 'Rakesh Madhotra', 'Pravin Khairnar', 'Gopal Babel']",/Subtitle/2 States/2 States.srt,
Dhoom,hi,"['Action', 'Crime', 'Drama', 'Thriller']",27-08-2004,129,UA,110000000,504418750,Super Hit,"['Abhishek Bachchan', 'Uday Chopra', 'John Abraham', 'Esha Deol', 'Rimi Sen', 'Manoj Joshi', 'Sanjay M. Singh', 'Farid Amiri', 'Mehul Bhojak', 'Rohit Chopra', 'Palash Dutta', 'Sanjay Keni', 'Ajay Padhye', 'Ayesha Raza', 'Mukesh Ahuja', 'Ashwin Kaushik', 'Bhupinder', 'Yusuf Hussein', 'Perizaad Zorabian', 'Arav Chowdhary']","['Pritam Chakraborty', 'Leslie Fernandes']",['Sanjay Gadhvi'],['Vijay Krishna Acharya'],"['Aditya Chopra', 'Shahnaab Alam']",/Subtitle/Dhoom/Dhoom.srt,
Bala,hi,['Comedy'],07-11-2019,133,UA,320000000,1310000000,Super Hit,"['Ayushmann Khurrana', 'Bhumi Pednekar', 'Yami Gautam', 'Saurabh Shukla', 'Javed Jaffrey', 'Seema Pahwa', 'Dheerendra Kumar', 'Sachin Chaudhary', 'Sunita Rajwar', 'Sonam Bajwa', 'Hardy Sandhu', 'Ranjan Raj']","['Shajith Koyeri', 'Sachin Sanghvi', 'Jigar Saraiya', 'Justin E Thomas', 'Bulganin Baruah', 'Shalmali Kholgade', 'Ravi Dev Singh', 'Badshah', 'Swasti Jain', 'Gurdeep Mehendi']","['Amar Kaushik', 'Vipasha Arvind']","['Niren Bhatt', 'Amar Kaushik', 'Vayu', 'Mellow D', 'Jaani']","['Karan Johar', 'Dinesh Vijan', 'Abhishek Banerjee', 'Anmol Ahuja', 'Ashok Shetty', 'Sanjeev Mishra', 'Kashish Arora', 'Jimish Shah']",/Subtitle/Bala/Bala.srt,
Sonu Ke Titu Ki Sweety,hi,"['Comedy', 'Romance']",23-02-2018,138,UA,400000000,1480500000,Super Hit,"['Kartik Aaryan', 'Nushrratt Bharuccha', 'Sunny Singh Nijjar', 'Alok Nath', 'Deepika Amin', 'Pawan Chopra', 'Rajesh Jais', 'Veerendra Saxena', 'Mukesh Bhatt', 'Madhumalti Kapoor', 'Ishita Raj Sharma', 'Ayesha Raza', 'Alexandra', 'Shibesh Debnath', 'Anjum Gulati', 'Gulsanam', 'Shatakshi Gupta', 'Pritam Jaiswal', 'Dhananjay Kapoor', 'Monica Kohli', 'Paras Kumar', 'Sunita Kushalani', 'Sakshi Malik', 'Pavitra Mattoo', 'Saniya Nagdev', 'Sonnalli Seygall', 'Akshit Shetty', 'Ashwinder Jandu Singh', 'Nigam Thakur']","['Yo Yo Honey Singh', 'Guru Randhawa']",['Luv Ranjan'],"['Luv Ranjan', 'Rahul Mody']",['Sanjay Mehta'],/Subtitle/Sonu Ke Titu Ki Sweety/Sonu Ke Titu Ki Sweety.srt,
Raaz 3,hi,"['Horror', 'Romance', 'Thriller']",07-09-2012,139,A,310000000,952662500,Super Hit,"['Bipasha Basu', 'Emraan Hashmi', 'Esha Gupta', 'Manish Chaudhary', 'Mohan Kapur', 'Jagat Rawat']","['Sonu Nigam', 'Jeet Gannguli', 'Abhijeet V. Sapre', 'Hitendra Ghosh', 'Rhitwik Raj Pathak', 'Shafqat Amanat Ali', 'Shreya Ghoshal', 'Javed Ali', 'Kay Kay', 'Zubeen Garg', 'Rashid Khan']","['Vikram Bhatt', 'Mahesh Bhatt', 'Vishal Pandya']","['Shagufta Rafique', 'Sanjay Masoom', 'Kumaar']","['Mukesh Bhatt', 'Muhesh Bhatt', 'Prasanna R Coondapur']",/Subtitle/Raaz 3/Raaz 3.srt,
Jaane Tu... Ya Jaane Na,hi,"['Comedy', 'Drama', 'Romance']",04-07-2008,155,U,150000000,842022500,Super Hit,"['Imran Khan', ""Genelia D'Souza"", 'Manjari Phadnis', 'Prateik Babbar', 'Sugandha Garg', 'Nirav Mehta', 'Alishka Varde', 'Ayaz Khan', 'Naseeruddin Shah', 'Ratna Pathak', 'Padam Bhola', 'Jayant Kripalani', 'Anooradha Patel', 'Jerrit John', 'Pratiek Babbar', 'Arbaaz Khan', 'Sohail Khan', 'Paresh Rawal', 'Rajat Kapoor', 'Kitu Gidwani', 'Uditanshu Mehta', 'Deepak Dhadwal', 'Veena Mehta', 'Murali Sharma', 'Omprakash']",['A. R. Rahman'],['Abbas Tyrewala'],['Abbas Tyrewala'],[],/Subtitle/Jaane Tu... Ya Jaane Na/Jaane Tu... Ya Jaane Na.srt,
Kya Kehna,hi,"['Drama', 'Romance']",18-05-2000,155,UA,40000000,221700000,Super Hit,"['Preity Zinta', 'Saif Ali Khan', 'Chandrachur Singh', 'Anupam Kher', 'Farida Jalal', 'Mamik', 'Nivedita Bhattacharya', 'Navneet Nishan', 'Rajeev Verma', 'Rita Bhaduri']",['Rajesh Roshan'],['Kundan Shah'],"['Honey Irani', 'Kundan Shah']","['Ramesh Sadhuram Taurani', 'Kumar Sadhuram Taurani']",/Subtitle/Kya Kehna/Kya Kehna.srt,
Malamaal Weekly,hi,['Comedy'],10-03-2006,137,UA,70000000,427680000,Super Hit,"['Ritesh Deshmukh', 'Paresh Rawal', 'Om Puri', 'Shakti Kapoor', 'Reema Sen', 'Rajpal Yadav', 'Sudha Chandran', 'Asrani', 'Rasika Joshi', 'Tiku Talsania', 'Arbaaz Khan', 'Rakhi Sawant', 'Innocent']",['Uttank Vora'],['Priyadarshan'],['Manisha Korde'],['Suresh Balaje'],/Subtitle/Malamaal Weekly/Malamaal Weekly.srt,
Fukrey Returns,hi,['Comedy'],07-12-2017,141,UA,290000000,1122805000,Super Hit,"['Priya Anand', 'Ali Fazal', 'Pulkit Samrat', 'Vishakha Singh', 'Varun Sharma', 'Pankaj Tripathi', 'Manjot Singh', 'Richa Chadha', 'Sanjana Sanghi']","['Baylon Fonseca', 'Sumeet Bellary', 'Jasleen Kaur Royal', 'Dhiman Karmakar', 'Mukhtar Shaikh', 'Gulraj Singh', 'Ishq Bector', 'Sharib Sabri', 'Toshi Sabri', 'Raftaar', 'Jyotica Tangri']",['Mrighdeep Singh Lamba'],"['Neeraj Vora', 'Mrighdeep Singh Lamba', 'Reema Kagti', 'Vipul Vig']",['Ritesh Sidhwani'],/Subtitle/Fukrey Returns/Fukrey Returns.srt,
Jannat,hi,"['Crime', 'Drama', 'Romance']",16-05-2008,140,UA,100000000,415700000,Super Hit,"['Emraan Hashmi', 'Sonal Chauhan', 'Javed Sheikh', 'Sameer Kochhar', 'Vishal Malhotra', 'Vipin Sharma', 'Abhimanyu Singh']",['Pritam Chakraborty'],"['Mahesh Bhatt', 'Kunal Deshmukh']",['Sanjay Masoom'],"['Mukesh Bhatt', 'Vishesh Bhatt']",/Subtitle/Jannat/Jannat.srt,
Murder 2,hi,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']",07-07-2011,127,A,130000000,678450000,Super Hit,"['Emraan Hashmi', 'Prashant Narayanan', 'Jacqueline Fernandez', 'Sulagna Panigrahi', 'Bikramjeet Kanwarpal', 'Yana Gupta', 'Shweta Kawatra', 'Amardeep Jha', 'Abhijit Lahiri', 'Sudhanshu Pandey']","['Mithoon Sharma', 'Raju Singh', 'Sunidhi Chauhan', 'Sangeet Haldipur', 'Arijit Singh', 'Siddharth Haldipur', 'Harshit Saxena', 'Mohammad Irfan Ali']","['Mahesh Bhatt', 'Mohit Suri', 'Pranjal Srivastava', 'Kriti Kapoor', 'Suman Prasad']",['Shagufta Rafique'],"['Mukesh Bhatt', 'Richard de Varda', 'Dilip Borkar', 'Rammy C Pandey', 'Mehboob Ansari']",/Subtitle/Murder 2/Murder 2.srt,
Pyaar Ka Punchnama 2,hi,"['Comedy', 'Drama', 'Romance']",16-10-2015,137,A,220000000,881767500,Super Hit,"['Kartik Aaryan', 'Omkar Kapoor', 'Sunny Singh Nijjar', 'Nushrratt Bharuccha', 'Sharat Saxena', 'Joy Badlani', 'Rumana Molla', 'Ishita Raj Sharma', 'Sonnalli Seygall', 'Mona Ambegaonkar', 'Karishma Sharma', 'Prakhar Shukla', 'Manvir Singh']","['Mohit Chauhan', 'Hitesh Sonik', 'Sharib Sabri', 'Toshi Sabri', 'Raja Hasan', 'Divya Kumar', 'Dev Negi', 'Shipra Goyal']","['Luv Ranjan', 'Tarun Jain']","['Kumaar', 'Danish Sabri', 'Akram Sabri']",['Sanjay Mehta'],/Subtitle/Pyaar Ka Punchnama 2/Pyaar Ka Punchnama 2.srt,
Murder,hi,"['Drama', 'Romance', 'Thriller']",02-04-2004,130,A,50000000,224987500,Super Hit,"['Mallika Sherawat', 'Emraan Hashmi', 'Ashmit Patel', 'Rajendranath Zutshi', 'Kashmira Shah', 'Sheeba Chaddha']","['Anu Malik', 'Sonu Nigam', 'Alisha Chinai', 'Anuradha Paudwal', 'Kunal Ganjawala']",['Anurag Basu'],"['Subodh Chopra', 'Rahat Indori', 'Sayeed Quadri']","['Kulthep Narula', 'Rachvin Narula', 'Sadashiv Athule']",/Subtitle/Murder/Murder.srt,
Prem Ratan Dhan Payo,hi,"['Action', 'Drama', 'Musical', 'Romance']",11-11-2015,164,U,1800000000,3654575000,Hit,"['Salman Khan', 'Sonam Kapoor', 'Neil Nitin Mukesh', 'Anupam Kher', 'Swara Bhaskar', 'Deepak Dobriyal', 'Arman Kohli', 'Manoj Joshi', 'Bikramjeet Kanwarpal', 'Deepraj Rana', 'Samaira Rao', 'Sanjay Mishra', 'S M Zaheer', 'Lata Sabharwal', 'Karuna Pandey', 'Suhasini Mulay', 'Sameer Dharmadhikari', 'Aradhana Uppal']","['Himesh Reshammiya', 'Sanjoy Chowdhury', 'Shaan', 'Neeraj Shridhar', 'Palak Muchhal', 'Shaan Mukherjee', 'Darshan Raval', 'Shabab Sabri', 'Neeti Mohan', 'Aaman Trikha', 'Harshdeep Kaur', 'Anweshaa', 'Aishwarya Majumdar']","['Sooraj Barjatya', 'Radhika Rao']","['Sooraj Barjatya', 'Irshad Kamil']","['Kamal Kumar Barjatya', 'Rajkumar Barjatya', 'Ajit Kumar Barjatya', 'Vicky Sidana']",/Subtitle/Prem Ratan Dhan Payo/Prem Ratan Dhan Payo.srt,
Devdas,hi,"['Drama', 'Musical', 'Romance']",11-07-2002,185,U,440000000,998775000,Hit,"['Shah Rukh Khan', 'Madhuri Dixit', 'Aishwarya Rai Bachchan', 'Jackie Shroff', 'Smita Jaykar', 'Manoj Joshi', 'Ananya Khare', 'Milind Gunaji', 'Dina Pathak', 'Kirron Kher', 'Tiku Talsania', 'Ava Mukherjee', 'Jaya Bhattacharya', 'Sunil Rege', 'Vijay Crishna', 'Amardeep Jha', 'Apara Mehta', 'Muni Jha', 'Radhika Singh', 'Vijayendra Ghatge']","['Ismail Darbar', 'Monty Sharma', 'Baylon Fonseca', 'Joe Rodrigues', 'Vikram Biswas', 'Aamir Shaikh', 'Taufiq Qureshi', 'Jitendra Chaudhary', 'Bishwadeep Dipak Chatterjee', 'Kunal Mehta', 'Kunal Sharma', 'Leslie Fernandes', 'Sajjan Choudhary', 'Karnail Singh', 'Jayant Haldar', 'Daman Sood', 'Avinash Oak', 'Ameya Nare', 'Zoheb Husain', 'Irkramuddin Lochnoor', 'Tanay Gajjar']","['Sanjay Leela Bhansali', 'Vikramaditya Motwane', 'Amber Lall', 'Amit Suhas', 'Nishat Amber', 'Ranjeet Gupta', 'Rashika Pradeep', 'Rohit Dheeraj', 'Sangeeta Manu', 'Vatsala Sikandar']","['Sanjay Leela Bhansali', 'Saratchandra Chatterjee', 'Rajib Ashraf', 'Sarat Chandra Chattopadhyay', 'Prakash R. Kapadia']","['Bharat Shah', 'Gajendra Mishra', 'Mohan Nayyar']",/Subtitle/Devdas/Devdas.srt,
Bajirao Mastani,hi,"['Action', 'Drama', 'History', 'Romance', 'War']",18-12-2015,158,U,1450000000,3562025000,Hit,"['Ranveer Singh', 'Deepika Padukone', 'Priyanka Chopra', 'Tanvi Azmi', 'Vaibhav Tatwawadi', 'Mahesh Manjrekar', 'Milind Soman', 'Aditya Pancholi', 'Ayush Tandon', 'Rudra Soni', 'Raza Murad', 'Benjamin Gilani', 'Anuja Sathe', 'Yatin Karyekar', 'Irrfan Khan']","['Vishal Dadlani', 'Sukhwinder Singh', 'Bishwadeep Dipak Chatterjee', 'Arijit Singh', 'Javed Bashir', 'Shreya Ghoshal', 'Nihar Ranjan Samal', 'Shreyas Puranik', 'Payal Dev', 'Shadab Faridi', 'Vaishali Mhade']","['Sanjay Leela Bhansali', 'Rahul Singh Agnihotri']","['Sanjay Leela Bhansali', 'Prakash R. Kapadia']","['Shruti Mahajan', 'Arvinder Gill', 'Parag Mehta', 'Shobha Sant', 'Ashish Tandel', 'Chetan Deolekar']",/Subtitle/Bajirao Mastani/Bajirao Mastani.srt,
Lagaan,hi,"['Drama', 'Musical', 'Sport']",15-06-2001,224,U,240000000,659700000,Hit,"['Aamir Khan', 'Gracy Singh', 'Rachel Shelley', 'Paul Blackthorne', 'Kulbhushan Kharbanda', 'Rajendranath Zutshi', 'Rajesh Vivek', 'Yashpal Sharma', 'Amin Hajee', 'Aditya Lakhia', 'Akhilendra Mishra', 'Rajendra Gupta', 'Shri Vallabh Vyas', 'Raghubir Yadav', 'Javed Khan', 'A.K. Hangal', 'Anupam Shyam', 'John Rowe', 'Jeremy Child', 'Howard Lee', 'Pradeep Ram Singh Rawat', 'David Gant', 'Amitabh Bachchan', 'Ben Nealon', 'Suhasini Mulay', 'Daya Shankar Pandey', 'Raja Awasthi', 'Amin Gazi', 'Pramatesh Mehta', 'Chris England', 'Simon Holmes', 'Jon House']","['A. R. Rahman', 'Shankar Mahadevan', 'Asha Bhosle', 'Udit Narayan', 'Sadhana Sargam', 'Lata Mangeshkar', 'Nakul Kamte', 'Alka Yagnik']","['Ashutosh Gowariker', 'Mansoor Khan']","['Ashutosh Gowariker', 'K.P. Saxena', 'Sanjay Dayma', 'Kumar Dave']","['Uma Da Cunha', 'Urvashi Chugani']",/Subtitle/Lagaan/Lagaan.srt,
Hum Dil De Chuke Sanam,hi,"['Comedy', 'Drama', 'Musical', 'Romance']",18-06-1999,177,UA,160000000,513850000,Hit,"['Ajay Devgn', 'Salman Khan', 'Aishwarya Rai Bachchan', 'Vikram Gokhale', 'Smita Jaykar', 'Zohra Sehgal', 'Rajeev Verma', 'Vinay Pathak', 'Sheeba Chaddha', 'Helen', 'Kermati Desai', 'Rekha Rao', 'Ghanshyam Nayak']","['Anjan Biswas', 'Ismail Darbar', 'Shankar Mahadevan', 'Udit Narayan', 'Kumar Sanu', 'Jitendra Chaudhary', 'Kavita Krishnamurthy', 'Alka Yagnik', 'Hariharan', 'Kay Kay', 'Vinod Rathod', 'Dominique Cerejo']","['Sanjay Leela Bhansali', 'Vikramaditya Motwane']","['Sanjay Leela Bhansali', 'Amrik Gill', 'Mehboob Kotwal', 'Pratap Karvat']","['Jhamu Sughand', 'Ibrahim Desai']",/Subtitle/Hum Dil De Chuke Sanam/Hum Dil De Chuke Sanam.srt,
Gupt,hi,"['Action', 'Crime', 'Mystery', 'Romance', 'Thriller']",04-07-1997,173,A,95000000,332393750,Hit,"['Bobby Deol', 'Kajol', 'Manisha Koirala', 'Raj Babbar', 'Paresh Rawal', 'Priya Tendulkar', 'Raza Murad', 'Om Puri', 'Sadashiv Amrapurkar', 'Dalip Tahil', 'Kulbhushan Kharbanda', 'Sharat Saxena', 'Mukesh Rishi', 'Tej Sapru', 'Harish Patel', 'Prem Chopra', 'Ashok Saraf', 'Aanjjan Srivastav', 'Vishwajeet Pradhan']",['Viju Shah'],['Rajiv Rai'],[],[],/Subtitle/Gupt/Gupt.srt,
Bade Miyan Chote Miyan,hi,"['Action', 'Comedy', 'Musical']",06-10-1998,140,U,120000000,352181250,Hit,"['Amitabh Bachchan', 'Govinda', 'Raveena Tandon', 'Ramya Krishnan', 'Anupam Kher', 'Paresh Rawal', 'Satish Kaushik', 'Sharat Saxena', 'Madhuri Dixit', 'Rakesh Bedi', 'Sushma Seth', 'Divya Dutta', 'Asrani', 'Mahavir Shah', 'Avtar Gill', 'Javed Khan', 'Ghanshyam Rohera', 'Shehzad Khan', 'Razak Khan', 'Shashi Kiran', 'Kishore Anand Bhanushali', 'Jeetu Verma', 'Babbanlal Yadav', 'Manmauji', 'Gavin Packard', 'Jack Gaud', 'Shiva Rindani', 'Surendra Rahi', 'Kader Khan', 'Viju Khote', 'Tiku Talsania']","['Viju Shah', 'Sudesh Bhosle']",['David Dhawan'],[],[],/Subtitle/Bade Miyan Chote Miyan/Bade Miyan Chote Miyan.srt,
Ra.One,hi,"['Action', 'Adventure', 'Sci-Fi']",24-10-2011,156,U,1300000000,2073862500,Hit,"['Shah Rukh Khan', 'Arjun Rampal', 'Kareena Kapoor Khan', 'Rajinikanth', 'Sanjay Dutt', 'Priyanka Chopra', 'Shola Adewusi', 'Ben Hawkey', 'Dalip Tahil', 'Armaan Verma', 'Tom Wu', 'Shahana Goswami', 'Satish Shah', 'Georgia Curtis']","['Vishal Dadlani', 'Shekhar Ravjiani', 'Resul Pookutty', 'Amrit Pritam Dutta', 'Shafqat Amanat Ali']","['Anubhav Sinha', 'Tarun Mansukhani']","['David Benullo', 'Niranjan Iyengar', 'Kanika Dhillon', 'Mustaq Sheikh']","['Sanjiv Chawla', 'Karan Johar', 'Gauri Khan', 'Sunil Lulla', 'Bobby Chawla', 'Prasun Mukherjee']",/Subtitle/Ra.One/Ra.One.srt,
Indian,hi,"['Action', 'Crime', 'Drama', 'Thriller']",26-10-2001,178,UA,150000000,426060000,Hit,"['Sunny Deol', 'Shilpa Shetty', 'Mukesh Rishi', 'Raj Babbar', 'Om Puri', 'Rana Jung Bahadur', 'Deepak Shirke', 'Danny Denzongpa']",['Anand Raj Anand'],['N. Maharajan'],"['Sanjay Masoom', 'N. Maharajan']",[],/Subtitle/Indian/Indian.srt,
Don 2,hi,"['Action', 'Crime', 'Thriller']",23-12-2011,148,UA,760000000,2028100000,Hit,"['Shah Rukh Khan', 'Priyanka Chopra', 'Boman Irani', 'Lara Dutta', 'Kunal Kapoor', 'Om Puri', 'Nawab Shah', 'Hrithik Roshan', 'Florian Lukas', 'Florian Fitz', 'Christian Goebel', 'Martin Goeres', 'Klaus Schindler', 'Rike Schmid', 'Adi Putra', 'Alyy Khan']","['Shankar Mahadevan', 'Ehsaan Noorani', 'Loy Mendonsa', 'Ashraf Khan', 'Nigel Holland', 'Vikram Biswas', 'Usha Uthup', 'Nakul Kamte', 'Debajit Changmai', 'Boloy Kumar Doloi', 'Shantanu Trivedi']","['Farhan Akhtar', 'Hisham Chotani', 'Anubhav Chopra', 'Raj Acharya', 'Ralph Eisenmann']",['Ameet Mehta'],"['Solveig Jork', 'Mathias Schwerbrock', 'Ritesh Sidhwani', 'Miriam Joseph', 'Kanishka Mehta', 'Aadore Mukherjee Mehra', 'Arunima Roy', 'Rupali Suresh Vaidya']",/Subtitle/Don 2/Don 2.srt,
Bol Bachchan,hi,"['Action', 'Comedy']",06-07-2012,155,UA,660000000,1596640000,Hit,"['Ajay Devgn', 'Asin Thottumkal', 'Abhishek Bachchan', 'Prachi Desai', 'Amitabh Bachchan', 'Archana Puran Singh', 'Asrani', 'Krishna Abhishek', 'Jeetu Verma']","['Himesh Reshammiya', 'Atul Gogavale']",['Rohit Shetty'],"['Yunus Sajawal', 'Farhad Samji', 'Sajid Samji']",['Dhilin Mehta'],/Subtitle/Bol Bachchan/Bol Bachchan.srt,
Holiday - A Soldier Is Never Off Duty,hi,"['Action', 'Thriller']",06-06-2014,160,UA,860000000,1764220000,Hit,"['Akshay Kumar', 'Sonakshi Sinha', 'Sumeet Raghvan', 'Zakir Hussain', 'Govinda', 'Freddy Daruwala', 'Anchal Singh', 'Cherry Mardia']",['Pritam Chakraborty'],['A.R. Murugadoss'],[],['Sanjay Mehta'],/Subtitle/Holiday - A Soldier Is Never Off Duty/Holiday - A Soldier Is Never Off Duty.srt,
Kal Ho Naa Ho,hi,"['Comedy', 'Drama', 'Musical', 'Romance']",27-11-2003,186,U,280000000,860875000,Hit,"['Shah Rukh Khan', 'Preity Zinta', 'Saif Ali Khan', 'Jaya Bachchan', 'Sonali Bendre', 'Reema Lagoo', 'Delnaaz Irani', 'Lillete Dubey', 'Simone Singh', 'Rajpal Yadav', 'Satish Shah', 'Shoma Anand', 'Ketki Dave', 'Sushma Seth', 'Jhanak Shukla', 'Kamini Khanna', 'Dara Singh', 'Sulabha Arya', 'Sanjay Kapoor', 'Kajol', 'Rani Mukerji', 'Uday Chopra']","['Shankar Mahadevan', 'Ehsaan Noorani', 'Loy Mendonsa', 'Ali Merchant', 'Vikram Biswas', 'Kuldip Sood', 'Ajay Kumar P. B.', 'Parikshit Lalwani', 'Kunal Mehta', 'Anuj Mathur', 'Shankar Singh Raghuvanshi', 'Prashant Nayar']","['Nikkhil Advani', 'Tarun Mansukhani', 'Kapil Chopra', 'Ana Cuadra', 'David Coombs', 'Mamta Bhatia']","['Niranjan Iyengar', 'Punit Malhotra']","['Karan Johar', 'Yash Johar', 'Manoj Mittra', 'Hiroo Johar', 'Ganesh Nankoosingh', 'Anadil Hossain', 'Driss Benyaklef', 'Prashant Kunder', 'Joseph White', 'Alex Schimel', 'Gopal Babel', 'Rita Powers', 'Fabio Martinez', 'Malaika Johnson']",/Subtitle/Kal Ho Naa Ho/Kal Ho Naa Ho.srt,
