name,language,genre,release_date,runtime,cbfc_rating,budget,box_office_collection_worldwide,verdict,actors,music,director,writer,producer,subtitle_path,data_path
Varathan,ma,"['Action','Thriller','Drama']",20-09-2018,130,UA,65000000,330000000,Super Hit,"['Fahadh Faasil', 'Aishwarya Lekshmi', 'Sharaf U Dheen', 'Dileesh Pothan', 'Arjun Ashokan', 'V. T. Vijilesh', 'Chethan Jayalal', 'Kochu Preman', 'Unnimaya Prasad', 'Mamitha Baiju', 'Nisthar Ahamed', 'Ramakrishnan Perumbavoor', 'Shobi Thilakan', 'Thomman Mankuva', 'Roshan Chandra', 'Sundhar Pandyan', 'Maala Parvathi', 'Jinu Joseph']",['Sushin Shyam'],['Amal Neerad'],"['Suhas', 'Sharfuddeen']",[],subtitles/Varathan/Varathan.srt,
B Tech,ma,"['Romance','Comedy','Thriller']",05-05-2018,146,UA,40000000,150000000,Super Hit,"['Asif Ali', 'Arjun Ashokan', 'Saiju Kurup', 'Deepak Parambol', 'Niranjana Anoop', 'Sreenath Bhasi', 'Aparna Balamurali', 'Alencier Ley Lopez', 'Jaffer Idukki', 'Aju Varghese', 'Anoop Menon', 'Shaani Shaki', 'Jayan Cherthala', 'Subeesh Sudhi', 'Neena Kurup', 'Harish Raj', 'Dinesh Prabhakar', 'Jayaprakash Kuloor', 'Anjali Aneesh Upasana', 'Arshiya Gupta']",[],['Mridul Nair'],['J. Ramakrishna Kulur'],['Sheen Helen'],subtitles/B Tech/B Tech.srt,
Aadhi,ma,"['Action','Thriller']",26-01-2018,159,U,32000000,500000000,Super Hit,"['Pranav Mohanlal', 'Sharaf U Dheen', 'Siju Wilson', 'Siddique', 'Meghanathan', 'Tony Luke', 'Anusree Nair', 'Lena', 'Jagapati Babu', 'Sijoy Varghese', 'Aditi Ravi', 'Krishna Shankar', 'Mohanlal', 'Krittika Pradeep']","['Santhosh Varma', 'Anil Johnson', 'Najim Arshad']",['Jeethu Joseph'],['Jeethu Joseph'],['Antony Perumbavoor'],subtitles/Aadhi/Aadhi.srt,
Joseph,ma,"['Crime','Thriller','Drama']",16-11-2018,138,UA,35000000,370000000,Super Hit,"['Joju George', 'Irshad Ali', 'Athmeeya Rajan', 'Dileesh Pothan', 'Madhuri Braganza', 'Malavika Menon', 'Sudhi Koppa', 'Rajesh Sharma', 'Anil Murali', 'James Elia', 'Jaffer Idukki', 'Idavela Babu', 'Nedumudi Venu', 'Gayathri Varsha']","['Anil Johnson', 'Tony Babu', 'Ranjin Raj']",['Padmakumar M'],['Shahi Kabir'],['Sijo Vadakkan'],subtitles/Joseph/Joseph.srt,
Njan Prakashan,ma,"['Comedy','Drama']",21-12-2018,131,U,30000000,520000000,Super Hit,"['Fahadh Faasil', 'Devika Sanjay', 'Sreenivasan', 'Nikhila Vimal', 'Anju Kurian', 'KPAC Lalitha', 'Meera Nair', 'Jayashankar', 'Remya Suresh', 'Aishwarya S. Menon', 'Veena Nair', 'Aparna Das', 'Aneesh G Menon', 'Manjusha Sajish', 'Munshi Dileep', 'Aniyappan', 'M G Sasi', 'Al Sabith', 'Sminu Sijo', 'Malavika Sivadas', 'Gowri Sivakumar', 'Raveena Ravi']",['Shaan Rahman'],['Sathyan Anthikad'],['Sreenivasan'],['Sethu Mannarkkad'],subtitles/Njan Prakashan/Njan Prakashan.srt,
My Story,ma,"['Romance','Drama']",06-07-2018,138,U,180000000,22000000,Disaster,"['Prithviraj Sukumaran', 'Parvathy Thiruvothu', 'Roger Narayan', 'Ganesh Venkatraman', 'Sunny Wayne', 'Nandhu', 'Manoj K Jayan', 'Maniyanpilla Raju', 'Sanju Sivaram', 'Arun Benny', 'Prajwal Prasad', 'Jayaditya Kang']",['Shaan Rahman'],['Roshni Dinaker'],[],['Dinaker O. V.'],subtitles/My Story/My Story.srt,
Street Lights,ma,"['Thriller','Crime']",26-01-2018,129,U,200000000,1350000000,Blockbuster,"['Mammootty', 'Lijomol Jose', 'Soubin Shahir', 'Hareesh Perumanna', 'Dharmajan Bolgatty', 'Joy Mathew', 'Sudhi Koppa', 'Neena Kurup', 'Sohan Seenulal', 'Gayathri Krishna', 'Rajendran', 'Adish Praveen', 'Pandi', 'Sree Raam', 'Pandiarajan', 'Manobala', 'Semmalar Annam', 'Parthavi Vinod']",[],['Shamdat Sainudeen'],['Fawaz Mohamed'],[],subtitles/Street Lights/Street Lights.srt,
Parole,ma,['Drama'],06-04-2018,150,U,500000000,21200000,Disaster,"['Mammootty', 'Mia George', 'Iniya', 'Siddique', 'Suraj Venjaramoodu', 'Kalabhavan Haneef', 'Prabhakar', 'Sudheer Karamana', 'Sohan Seenulal', 'Muthumani Somasundaran', 'Lalu Alex', 'Alencier Ley Lopez', 'Kalabhavan Rahman', 'Anil Nedumangad', 'Chembil Ashokan', 'Padmaraj Ratheesh', 'Majeed Edavanakad', 'Ajith Kollam', 'Krishna Kumar', 'Sijoy Varghese', 'Irshad Ali', 'V. Suresh Thampanoor', 'Jennifer Antony', 'Binu Pappu', 'Kalasala Babu', 'Mandeep Rai', 'Santhakumari', 'Zahil Haris', 'Azeez', 'T S Raju', 'Balaji', 'Reston', 'Sasi Kalinga', 'Binu Adimali', 'Aalikkoya', 'Bindu Aneesh', 'Anupama', 'Nimar Shajahan', 'Nohadh Shajahan', 'Naman Shajahan', 'Najamudheen', 'Chembil Ashskan', 'Jayan Pisharod', 'Kidilan Firoz', 'Madhan Mohan', 'Harshitha J Pisharody', 'Hari Prashanth M. G.']","['Sharreth', 'Vijay Yesudas', 'Ellwyn Joshua', 'Shihab Ghanem', 'Shakthisree Gopalan']","['Renjith', 'Sharrath Sandith']","['Rafeeq Ahammed', 'Ajith Poojappura', 'B. K. Harinarayanan']","['Antony D’Cruz', 'B. Pradeep', 'G. Arul Murugan', 'M. Ramla', 'Renuka Premkumar']",subtitles/Parole/Parole.srt,
Ee.Ma.Yau,ma,"['Comedy','Drama']",04-05-2018,120,U,25000000,112500000,Hit,"['Kainakary Thankaraj', 'Chemban Vinod Jose', 'Vinayakan', 'Dileesh Pothan', 'Pauly Valsan', 'Bitto Davis', 'Krishna Padmakumar', 'Arya K S', 'Kunjunju']","['Prashant Pillai', 'Renganaath Ravee']","['Aashiq Abu', 'Lijo Jose Pellissery']",['P. F. Mathews'],"['Rajesh George Kulangara', 'Sunil Singh', 'Sonu Singh', 'Rony Joseph']",subtitles/Ee Ma Yau/Ee Ma Yau.srt,
Iblis,ma,"['Fantasy','Comedy','Romance']",03-08-2018,120,U,30000000,5014655,Disaster,"['Asif Ali', 'Madonna Sebastian', 'Lal', 'Adish Praveen', 'Baiju Santhosh', 'Siddique', 'Sreenath Bhasi', 'Saiju Kurup', 'Aju Varghese']",['Dawn Vincent'],['Rohith VS'],['Sameer Abdul'],"['R. Sreelakshmi', 'Bhupen Tacho', 'Jeetu Gogoi']",subtitles/Iblis/Iblis.srt,
Shikkari Shambhu,ma,"['Comedy','Mystery']",20-01-2018,146,U,55000000,55000000,Flop,"['Kunchacko Boban', 'Vishnu Unnikrishnan', 'Hareesh Perumanna', 'Sshivada Nair', 'Alphy Panjikaran', 'Maniyanpilla Raju', 'Salim Kumar', 'Sadiq', 'Krishna Kumar', 'R. K. Suresh', 'George', 'Pauly Valsan', 'Majeed Edavanakad']",[],['Sugeeth'],"['Shanavas abbas', 'Raju Chandra', 'Nishad K. Koya']",[],subtitles/Shikkari Shambhu/Shikkari Shambhu.srt,
Abrahaminte Santhathikal,ma,"['Action','Thriller','Crime']",16-06-2018,131,UA,60000000,380000000,Super Hit,"['Mammootty', 'Anson Paul', 'Yoge Jappie', 'Siddique', 'Renji Panicker', 'Kaniha', 'Kalabhavan Shajon', 'Sijoy Varghese', 'Suresh Krishna', 'Maqbool Salmaan', 'Sudev Nair', 'I. M. Vijayan']",['Gopi Sundar'],['Shaji Padoor'],"['Mahesh Narayanan', 'Haneef Adeni']",[],subtitles/Abrahaminte Santhathikal/Abrahaminte Santhathikal.srt,
Odiyan,ma,"['Fantasy','Drama','Action','Thriller']",14-12-2018,167,U,500000000,980000000,Super Hit,"['Mohanlal', 'Manju Warrier', 'Prakash Raj', 'Sana Althaf', 'Manoj Joshi', 'Siddique', 'Innocent', 'Nandhu', 'Narain', 'Kailash', 'Harith cnv', 'Aneesh G Menon', 'Sreejaya Nair', 'Santhosh Keezhattoor', 'Mammootty']","['M. Jayachandran', 'Sam C S']",['V A Shrikumar Menon'],['Harikrishnan'],['Antony Perumbavoor'],subtitles/Odiyan/Odiyan.srt,
Kayamkulam Kochunni,ma,"['Action','History','Drama']",11-10-2018,162,U,450000000,1000000000,Blockbuster,"['Nivin Pauly', 'Mohanlal', 'Sunny Wayne', 'Babu Antony', 'Priya Anand', 'Manikanda Rajan', 'Aneesh G Menon', 'Amith Chakalakkal', 'Priyanka Thimmesh', 'M. S. Bhaskar', 'Sudheer Karamana', 'Sadiq', 'Idavela Babu', 'Sunil Sukhada', 'Nora Fatehi', 'Raveena Ravi']","['Gopi Sundar', 'Vijay Yesudas', 'P. M. Satheesh', 'Manoj M. Goswami', 'Shreya Ghoshal', 'Pushpavathy Poypadathu']","['Rosshan Andrrews', 'Allan Amin']","['Sanjay', 'Bobby', 'Rafeeq Ahammed', 'Shobin Kannangatt']","['Gokulam Gopalan', 'V.C. Praveen', 'Baiju Gopalan', 'Sudhakar Cherukuru']",subtitles/Kayamkulam Kochunni/Kayamkulam Kochunni.srt,
Sudani from Nigeria,ma,"['Sport','Comedy']",23-03-2018,124,U,20000000,300000000,Super Hit,"['Soubin Shahir', 'Samuel Abiola Robinson', 'Savithri Sreedharan', 'Sarasa Balussery', 'K T C Abdullah', 'Lukman Lukku', 'Abhiram Poduval', 'Aneesh G Menon', 'Navas Vallikkunnu', 'Sidheek Kodiyathur', 'Ashraf Thangal', 'Ashraf Hamsa', 'Najeeb Kuttippuram', 'Hikmathulla', 'Unni Nair', 'Nasar Karutheni']",['Rex Vijayan'],"['Sameer Thahir', 'Zakariya Mohammed']","['Muhsin Parari', 'Zakariya Mohammed']",[],subtitles/Sudani from Nigeria/Sudani from Nigeria.srt,
Ezra,ma,"['Mystery','Horror','Thriller']",10-02-2017,150,UA,300000000,500000000,Hit,"['Prithviraj Sukumaran', 'Priya Anand', 'Sujith Sankar', 'Tovino Thomas', 'Vijayaraghavan', 'Sudev Nair', 'Ann Sheetal', 'Babu Antony', 'Bharat Dabholkar', 'Alencier Ley Lopez', 'Rajesh Sharma', 'Prathap Pothan', 'Thara Kalyan', 'Reina Maria', 'Manikanda Rajan', 'Balu Varghese', 'Indrajith Sukumaran']","['Rahul Raj', 'Shadab Rayeen', 'Abin Paul', 'Sushin Shyam', 'Anish John', 'Balu Thankachan', 'Bigyna Dahal', 'Haricharan', 'Vipin Raveendran', 'Sachin Balu']",['Jay K'],['Jay K'],"['A.V. Anoop', 'Mukesh R. Mehta', 'C. V. Sarathi']",subtitles/Ezra/Ezra.srt,
Comrade in America,ma,"['Action','Adventure','Drama','Romance']",05-05-2017,134,U,50000000,238600000,Super Hit,"['Dulquer Salmaan', 'Siddique', 'John Vijay', 'Soubin Shahir', 'Karthika Muraleedharan', 'Chandini Sreedharan', 'Dileesh Pothan', 'Jinu Joseph', 'Sujith Sankar', 'Alencier Ley Lopez', 'Maniyanpilla Raju', 'Surabhi Lakshmi', 'Maala Parvathi', 'V K Sreeraman', 'C. R. Omanakuttan', 'Mano Jose', 'Sumit Naval', 'Sal Yusuf', 'Julio Antonio Alonzo', 'Nathan Amir', 'Paul Nguyen Cuong']","['Gopi Sundar', 'Tapas Nayak', 'Vaikom Vijayalakshmi']",['Amal Neerad'],"['Shibin Francis', 'B. K. Harinarayanan']",[],subtitles/Comrade in America/Comrade in America.srt,
Jomonte Suvisheshangal,ma,"['Comedy','Drama']",19-01-2017,158,U,280000000,436700000,Hit,"['Dulquer Salmaan', 'Mukesh', 'Aishwarya Rajesh', 'Innocent', 'Jacob Gregory', 'Anupama Parameswaran', 'Manobala', 'Muthumani Somasundaran', 'Vinu Mohan', 'Irshad Ali', 'Shivaji Guruvayoor', 'Nandhu', 'Rasna Pavithran', 'Indu Thampi', 'Disney James', 'Ashwin Mathew', 'Sethu Lakshmi', 'Raveena Ravi']","['Vidyasagar', 'Sujatha Mohan', 'Najim Arshad', 'Abhay Jodhpurkar', 'Merin Gregory', 'Balaram']",['Sathyan Anthikad'],['Dr. Iqbal Kuttippuram'],['Sethu Mannarkkad'],subtitles/Jomonte Suvisheshangal/Jomonte Suvisheshangal.srt,
Angamaly Diaries,ma,"['Action','Comedy','Thriller']",03-03-2017,132,UA,30000000,245700000,Super Hit,"['Antony Varghese', 'Sarath Kumar', 'Tito Wilson', 'Bitto Davis', 'Sinoj Varghese', 'Anna Reshma Rajan', 'Kichu Tellus', 'Ullas Jose Chemban', 'Vineeth Vishwam', 'Jolly Chirayath', 'Athira Patel', 'Sreeja Das', 'Benny Varghese', 'Merin Jose Pottackal', 'Binny Rinky Benjamin', 'Sruthi Jayan', 'Sreekanth Dasan', 'Amrutha Anna Reji', 'Chemban Vinod Jose', 'Murugan Martin']","['Prashant Pillai', 'Angamaly Pranchi', 'Joy Chirakal', 'Febin Paulose', 'Shreekumar Vakkiyil', 'Preeti Pillai']",['Lijo Jose Pellissery'],[],['Vijay Babu'],subtitles/Angamaly Diaries/Angamaly Diaries.srt,
Godha,ma,"['Sport','Comedy','Drama']",19-05-2017,120,U,35000000,300000000,Super Hit,"['Wamiqa Gabbi', 'Tovino Thomas', 'Renji Panicker', 'Aju Varghese', 'Hareesh Peradi', 'Maala Parvathi', 'Mamukkoya', 'Bijukuttan', 'Hareesh Perumanna', 'Sreejith Ravi', 'Aarushi Vedikha', 'Binu Adimali', 'Dharmajan Bolgatty', 'Shine Tom Chacko', 'Gokulan', 'Basil Joseph', 'Minnal George', 'Kalesh Kannattu', 'Pradeep Kottayam', 'Harisree Martin', 'Dinesh Prabhakar', 'Balasaravanan', 'Vineeth Sharma', 'Tansen Paul', 'Monisha Sabu', 'Aarushi Vedika', 'Lukman Lukku']","['Shaan Rahman', 'Gowry Lekshmi']",['Basil Joseph'],['Rakesh Mantodi'],"['A.V. Anoop', 'Mukesh R. Mehta', 'Prasobh Krishna', 'C. V. Sarathi']",subtitles/Godha/Godha.srt,
Villain,ma,"['Action','Crime','Thriller']",27-10-2017,144,U,360000000,1250000000,Blockbuster,"['Mohanlal', 'Vishal Krishna', 'Hansika Motwani', 'Manju Warrier', 'Athira Patel', 'Siddique', 'Srikanth Meka', 'Raashi Khanna', 'Renji Panicker', 'Aju Varghese', 'Chemban Vinod Jose', 'Anand', 'Idavela Babu', 'Kottayam Nazeer', 'Balaji Sarma', 'Kozhikode Narayanan Nair', 'Saikumar']","['Boney M. Joy', 'Renganaath Ravee', 'K. J. Yesudas', 'Sushin Shyam', 'Madhu Vasudevan', 'Vipin V Nair', 'Sithara Krishnakumar', 'Shakthisree Gopalan']",['B. Unnikrishnan'],"['B. Unnikrishnan', 'B. K. Harinarayanan', 'Engandiyoor Chandrasekharan']",['Rockline Venkatesh'],subtitles/Villain/Villain.srt,
Masterpiece,ma,"['Action','Thriller','Crime','Mystery']",21-12-2017,160,U,150000000,400000000,Hit,"['Mammootty', 'Unni Mukundan', 'Varalaxmi Sarathkumar', 'Poonam Bajwa', 'Mukesh', 'Gokul Suresh', 'Maqbool Salmaan', 'Kalabhavan Shajon', 'Mahima Nambiar', 'Lena', 'Megha Mathew', 'John Kaippallil', 'Santhosh Pandit', 'Kailash', 'Nandhu', 'Divya Pillai', 'Sunil Sukhada', 'Arjun Nandhakumar', 'Saju Navodaya', 'Thezni Khan', 'Divyadarshan', 'Ameer Niyaz', 'Bijukuttan', 'Shivaji Guruvayoor', 'Renji Panicker', 'Manikuttan', 'Anjali Aneesh Upasana', 'Captain Raju']",['Deepak Dev'],['Ajai Vasudev'],['Uday Krishna'],['C H Muhammed'],subtitles/Masterpiece/Masterpiece.srt,
1971: Beyond Borders,ma,"['War','Action']",07-04-2017,130,U,150000000,82700000,Flop,"['Mohanlal', 'Arunoday Singh', 'Allu Sirish', 'Renji Panicker', 'Sudheer Karamana', 'Saiju Kurup', 'Priyanka Agrawal', 'Padmaraj Ratheesh', 'Zoya Zayed Khan', 'Krishna Kumar', 'Manikuttan', 'Sudheer Sukumaran', 'Kannan Pattambi', 'Srushti Dange', 'Asha Sarath', 'Devan', 'Kozhikode Narayanan Nair', 'Sethu Lakshmi', 'Mammootty', 'Meghanathan', 'Kollam Thulasi', 'Deepak Jethi', 'Pradeep Chandran', 'Balaji Sarma', 'Krishna Prasad', 'Gourav Menon', 'Neha Khan']","['Siddarth Vippin', 'Gopi Sundar', 'Balu Thankachan', 'Najim Arshad', 'Rahul Subramanian']",['Major Ravi'],['Shiju Nambyathu'],['Haneef Mohammed'],subtitles/1971 Beyond Borders/1971 Beyond Borders.srt,
Aadu 2,ma,['Comedy'],22-12-2017,160,U,70000000,380000000,Super Hit,"['Jayasurya', 'Vinayakan', 'Sunny Wayne', 'Saiju Kurup', 'Vineeth Mohan', 'Dharmajan Bolgatty', 'Harikrishnan', 'Bhagath Manuel', 'Indrans', 'Aju Varghese', 'Anson Paul', 'Srindaa', 'Sudhi Koppa', 'Bijukuttan', 'Nelson Sooranad', 'Unni Rajan P Dev', 'Athira Patel', 'Nazreen Nazar', 'Ameya Mathew']",['Shaan Rahman'],['Midhun Manuel Thomas'],['Midhun Manuel Thomas'],['Vijay Babu'],subtitles/Aadu 2/Aadu 2.srt,
Achayans,ma,"['Comedy','Action','Mystery']",19-05-2017,140,U,100000000,250000000,Hit,"['Prakash Raj', 'Jayaram', 'Unni Mukundan', 'Amala Paul', 'Anu Sithara', 'Adil Ibrahim', 'Sanju Sivaram', 'Ramesh Pisharody', 'Siddique', 'Maniyanpilla Raju', 'Dharmajan Bolgatty', 'Sohan Seenulal', 'Janardhanan', 'Ponnamma Babu', 'Sshivada Nair', 'Saju Navodaya', 'Jayan Cherthala', 'Usha', 'Kaviyoor Ponnamma', 'Kalabhavan Navas', 'Suja Varunee', 'Parthavi Vinod', 'Akshara Kishor', 'Anju Aravind', 'P C George', 'Krishna', 'Jayakrishnan', 'Suraj Venjaramoodu', 'Kumarakom Raghunath']",['Ratheesh Vegha'],['Kannan Thamarakkulam'],['Sethu'],['C. K. Padma Kumar'],subtitles/Achayans/Achayans.srt,
Njandukalude Nattil Oridavela,ma,"['Romance','Comedy','Family']",01-09-2017,132,U,30000000,200000000,Super Hit,"['Nivin Pauly', 'Shanthi Krishna', 'Lal', 'Aishwarya Lekshmi', 'Ahaana Krishna', 'Srindaa', 'Siju Wilson', 'Krishna Shankar', 'Sharaf U Dheen', 'Dileesh Pothan', 'Saiju Kurup', 'Shiny Sarah', 'K L Antony Kochi', 'Sidhartha Siva']",[],['Althaf Salim'],['Althaf Salim'],[],subtitles/Njandukalude Nattil Oridavela/Njandukalude Nattil Oridavela.srt,
Udaharanam Sujatha,ma,"['Drama','Family']",28-09-2017,127,U,30000000,180900000,Super Hit,"['Manju Warrier', 'Anaswara Rajan', 'Nedumudi Venu', 'Swaraj Gramika', 'Joju George', 'Abhija Sivakala', 'Mamta Mohandas', 'V. Suresh Thampanoor', 'Sooraj Thelakkad', 'Sudhi Koppa', 'Alencier Ley Lopez', 'Aditi Ravi', 'Sreeja Das', 'Lukman Lukku']","['Gopi Sundar', 'Vijay Yesudas', 'Gayathri Varma', 'Sithara Krishnakumar', 'Sayanora  Philip']","['Martin Prakkat', 'Phantom Praveen']","['Mahesh Narayanan', 'Phantom Praveen']",[],subtitles/Udaharanam Sujatha/Udaharanam Sujatha.srt,
Chunkzz,ma,['Comedy'],04-08-2017,121,U,20000000,210000000,Super Hit,"['Balu Varghese', 'Honey Rose', 'Dharmajan Bolgatty', 'Siddique', 'Lal', 'Vishak Nair', 'Ganapathi S Poduval', 'Mareena Michael', 'Anjali Aneesh Upasana', 'Kailash', 'Hareesh Perumanna', 'Reena Basheer', 'Binoy Nambala', 'Arjun Nandhakumar', 'Shammi Thilakan', 'Noorin Shereef']",['Gopi Sundar'],"['Omar Lulu', 'Anil Mattews', 'Swapnesh K Nair']","['Omar Lulu', 'Joseph Vijeesh', 'Sanoop Thykoodam', 'Aneesh Hameed']",['Vaishaka Rajan'],subtitles/Chunkzz/Chunkzz.srt,
Sunday Holiday,ma,"['Comedy','Drama']",14-07-2017,135,U,40000000,205000000,Hit,"['Asif Ali', 'Aparna Balamurali', 'Sreenivasan', 'Siddique', 'Asha Sarath', 'Alencier Ley Lopez', 'Sudheer Karamana', 'Dharmajan Bolgatty', 'Nirmal Palazhi', 'Bhagath Manuel', 'KPAC Lalitha', 'Shruthi Ramachandran', 'Kalasala Babu', 'Shivaji Guruvayoor', 'Meghanathan', 'Thezni Khan', 'V K Sreeraman', 'Vinaya Prasad', 'Pradeep Kottayam', 'Sethu Lakshmi', 'Sunish Kumar', 'Aliyar', 'Fr. Bobby Jose Kattikad', 'Athira Patel', 'Nandana Varma', 'Alphy Panjikaran', 'Nazar Latheef', 'Shiny Sarah']",['Deepak Dev'],['Jis Joy'],[],[],subtitles/Sunday Holiday/Sunday Holiday.srt,
Adam Joan,ma,"['Thriller','Romance']",01-09-2017,168,U,85000000,320000000,Hit,"['Prithviraj Sukumaran', 'Narain', 'Bhavana', 'Rahul Madhav', 'Mishti Chakravarty', 'Madhusudhan Rao', 'Sidhartha Siva', 'Maniyanpilla Raju']",['Deepak Dev'],['Jinu Abraham'],['Jinu Abraham'],[],subtitles/Adam Joan/Adam Joan.srt,
Ramaleela,ma,"['Thriller','Drama']",28-09-2017,160,U,140000000,500000000,Hit,"['Dileep', 'Kalabhavan Shajon', 'Radhika Sarathkumar', 'Prayaga Martin', 'Vijayaraghavan', 'Siddique', 'Mukesh', 'Suresh Krishna', 'Ashokan', 'Anil Murali', 'Saikumar', 'Renji Panicker', 'Lena', 'Salim Kumar', 'Major Ravi', 'Sadiq', 'Shaju Sreedhar', 'Manju Satheesh', 'Chali Pala', 'Abhishek Raveendran', 'Sreejith Ravi', 'Romin Antony Mulakupadam', 'Alexander Prasanth', 'Ameer Niyaz', 'Sasi Kalinga']","['Bijibal', 'Gopi Sundar']",['Arun Gopy'],"['Sachy', 'B. K. Harinarayanan']","['Tomichan Mulakuppadam', 'Noble Jacob']",subtitles/Ramaleela/Ramaleela.srt,
Thondimuthalum Driksakshiyum,ma,"['Crime','Drama','Thriller']",30-06-2017,135,U,65000000,281000000,Super Hit,"['Suraj Venjaramoodu', 'Fahadh Faasil', 'Nimisha Sajayan', 'Alencier Ley Lopez', 'Vettukili Prakash', 'Sivadas Kannur', 'Sibi K Thomas', 'Baby', 'Madhusoodanan', 'Mini K.S']",['Bijibal'],['Dileesh Pothan'],"['Shyam Pushkaran', 'Sajeev Pazhoor']","['Sandip Senan', 'Anish M Thomas']",subtitles/Thondimuthalum Driksakshiyum/Thondimuthalum Driksakshiyum.srt,
The Great Father,ma,"['Thriller','Action','Crime','Drama','Mystery']",30-03-2017,151,UA,60000000,671300000,Super Hit,"['Mammootty', 'Arya', 'Anikha Surendran', 'Sneha', 'Mia George', 'Malavika Mohanan', 'Kalabhavan Shajon', 'Santhosh Keezhattoor', 'Sohan Seenulal', 'I. M. Vijayan', 'Balaji Sarma', 'Sunil Sukhada', 'Rony David Raj', 'Mukundan', 'Deepak Parambol', 'Aaryan Krishna Menon', 'Anu Joseph', 'Shaam', 'Subeesh Sudhi', 'Prajod Kalabhavan', 'Molly Kannamaly', 'Baiju V K', 'Aneesh G Menon']","['Gopi Sundar', 'Vijay Yesudas', 'Ajith Abraham George', 'Renganaath Ravee']",['Haneef Adeni'],['Haneef Adeni'],"['Shaji Nadesan', 'Midhun Abraham', 'Dinesh S Devan', 'Kilimanoor Sanu']",subtitles/The Great Father/The Great Father.srt,
Take Off,ma,"['Drama','Thriller','Action']",24-03-2017,139,U,50000000,350000000,Super Hit,"['Parvathy Thiruvothu', 'Kunchacko Boban', 'Fahadh Faasil', 'Prakash Belawadi', 'Asif Ali', 'Maala Parvathi', 'Joju George', 'Anjali Aneesh Upasana', 'Sidhartha Siva', 'Alencier Ley Lopez', 'Devi Ajith', 'Divya Prabha', 'Eric Zachariah', 'Satish Sharma', 'Prem Prakash', 'Rony David Raj', 'Rukhsar Rehman', 'Shaheen Siddique', 'Sreeja Das', 'Priyadarshi Pullikonda']","['Shaan Rahman', 'Gopi Sundar', 'Vishnu Govind']",['Mahesh Narayanan'],"['Mahesh Narayanan', 'P. V. Shajikumar']","['Anto Joseph', 'Shebin Backer', 'Mekha Rajesh Pillai']",subtitles/Take Off/Take Off.srt,
Oru Mexican Aparatha,ma,"['Action','Thriller']",03-03-2017,143,UA,15000000,220000000,Super Hit,"['Tovino Thomas', 'Neeraj Madhav', 'Vishnu Govind', 'Subeesh Sudhi', 'Jino John', 'Manu', 'Kalabhavan Shajon', 'Sudhi Koppa', 'Gayathri Suresh', 'Hareesh Peradi', 'Jaffer Idukki', 'Sudheer Karamana', 'Megha Mathew', 'Sunil Sukhada', 'Balaji Sarma', 'Anwar Shereef', 'Jayaraj Warrier', 'Anjali P. Nair']","['Vijay Yesudas', 'Manikandan Ayyappa', 'Shebin Mathew']","['Anoop Kannan', 'Jude Anthany Joseph', 'Tom Emmatty']",['Tom Emmatty'],[],subtitles/Oru Mexican Aparatha/Oru Mexican Aparatha.srt,
Darvinte Parinamam,ma,"['Action','Comedy','Drama']",18-03-2016,155,U,230000000,80500000,Flop,"['Prithviraj Sukumaran', 'Chemban Vinod Jose', 'Chandini Sreedharan', 'Soubin Shahir', 'Balu Varghese', 'Shammi Thilakan', 'Akshara Kishor', 'Hannah Reji Koshy', 'Jaffer Idukki', 'Subeesh Sudhi', 'Sumangal', 'Hareesh Perumanna', 'Poojappura Ravi']",['Sankar Sharma'],['Jijo Antony'],['Manoj Nair'],['Shaji Nadesan'],subtitles/Darvinte Parinamam/Darvinte Parinamam.srt,
Kammatipaadam,ma,"['Action','Drama']",20-05-2016,178,A,78000000,151000000,Hit,"['Dulquer Salmaan', 'Vinayakan', 'Manikanda Rajan', 'Anil Nedumangad', 'Shine Tom Chacko', 'Vinay Forrt', 'Shaun Romy', 'Amalda Liz', 'Soubin Shahir', 'P Balachandran', 'Suraj Venjaramoodu', 'Alencier Ley Lopez', 'Anjali Aneesh Upasana', 'Muthumani Somasundaran', 'Chembil Ashokan', 'Ganapathi S Poduval', 'P Vijayakumar', 'Manju Pathrose', 'Shane Nigam', 'Rasika Dugal', 'Shalu Rahim']","['Krishna Kumar', 'John P. Varkey', 'Kunal Sharma']","['Rajeev Ravi', 'Habeebullah']","['P Balachandran', 'Anwar Ali']","['Pappu', 'Prem Menon', 'Vivek Thomas Varghese', 'Jerit Venugopal']",subtitles/Kammattippaadam/Kammattippaadam.srt,
Aanandam,ma,"['Romance','Comedy','Adventure','Drama']",21-10-2016,120,U,40000000,235000000,Hit,"['Siddhi Mahajankatti', 'Thomas Mathew', 'Vishak Nair', 'Arun Kurian', 'Roshan Mathew', 'Annu Antony', 'Anarkali Marikar', 'Vinitha Koshy', 'Nivin Pauly', 'Rony David Raj', 'Pradeep Kottayam', 'Aju Varghese', 'Rajesh Sharma']","['Vineeth Sreenivasan', 'Sachin Warrier']",['Ganesh Raj'],['Ganesh Raj'],[],subtitles/Aanandam/Aanandam.srt,
