name,language,genre,release_date,runtime,cbfc_rating,budget,box_office_collection_worldwide,verdict,actors,music,director,writer,producer,subtitle_path,data_path
Dharala Prabhu,ta,"['Drama','Comedy']",13-03-2020,138,UA,40000000,34000000,Flop,"['Harish Kalyan', 'Tanya Hope', 'Vivek', 'Anupama Kumar', 'Sachu', 'R.S. Shivaji', 'Akalya Venkatesan', 'Ravindra Vijay', 'Namo Narayanan', 'Madhuvanti Arun', 'Lallu Prasath']","['Sean Roldan', 'Vivek Siva', 'Mervin Solomon', 'Anirudh Ravichander', 'Shakthisree Gopalan', 'Yazin Nizar', 'Pradeep Kumar', 'Sid Sriram', 'Oorka', 'Inno Genga', 'Kaber Vasuki', 'Bharath Shankar', 'Vinay Hariharan']","['Vignesh Shivan', 'Krishna Marimuthu']",['Juhi Chaturvedi'],"['A K Anirudh', 'Siddarth Rao', 'Sharanya Subramanian']",new_subtitles/Dharala Prabhu/Dharala Prabhu.srt,
Asura Guru,ta,"['Action','Thriller','Crime']",13-03-2020,122,UA,40000000,24000000,Flop,"['Vikram Prabhu', 'Mahima Nambiar', 'Yogi Babu', 'Subbaraju', 'Nagineedu Vellanki', 'Jagan', 'Elango Kumaravel', 'Manobala', 'Jangiri Madhumitha', 'Anupama Kumar', 'Risha', 'Sampath Ram', 'Boys Rajan', 'Sivakumar', 'Robo Chandru']","['Ganesh Raghavendra', 'Simon K. King']","['Rajdeep', 'Chandru Manickavasagam']",['Kabilan Vairamuthu'],['J. S. B. Sathish Kumar'],new_subtitles/Asura Guru/Asura Guru.srt,
Velvet Nagaram,ta,['Thriller'],06-03-2020,102,U,30000000,3000000,Flop,"['Varalaxmi Sarathkumar', 'Ramesh Thilak', 'Arjai', 'Kasturi Shankar', 'Madhan Kumar Dhakshinamoorthy']","['Achu Rajamani', 'Kaber Vasuki', 'Sameera Bharadwaj', 'Aravind Menon']","['Arun K Viswa', 'Manoj Kumar Natarajan']",['Arun Karthick'],[],new_subtitles/Velvet Nagaram/Velvet Nagaram.srt,
Gypsy,ta,['Drama'],06-03-2020,161,A,150000000,108500000,Flop,"['Jiiva', 'Natasha Singh', 'Sunny Wayne', 'Susheela Raman']","['Santhosh Narayanan', 'G. Suren', 'Haricharan', 'Pradeep Kumar', 'S. Alagiakoothan', 'Dhee', 'T. M. Krishna']",['Raju Murugan'],"['Raju Murugan', 'Yugabharathi', 'Arivu', 'Subramaniya Bharathi', 'Andavan Pichai']","['S Ambeth Kumar', 'A S Prabhu', 'S Sanjay']",new_subtitles/Gypsy/Gypsy.srt,
Mafia Chapter 1,ta,"['Action','Crime','Drama']",21-02-2020,114,UA,85500000,141000000,Hit,"['Arun Vijay', 'Priya Bhavani Shankar', 'Prasanna', 'Thalaivasal Vijay', 'Bharath Reddy', 'Mathew Varghese', 'Dipshi Blessy', 'Rekha Suresh', 'Arul D. Shankar']","['Vijay Prakash', 'Jakes Bejoy', 'Hari Haran', 'Sachin Sudhakaran', 'Balakesavan Shanmugam', 'K C Sidharthan', 'Sathyaprakash Dharmar', 'Ramesh Vijayan']",['Karthick Naren'],['Vivek'],['Subaskaran Allirajah'],new_subtitles/Mafia Chapter 1/Mafia Chapter 1.srt,
Vinnaithaandi Varuvaayaa,ta,"['Romance','Drama']",26-02-2010,167,UA,140000000,500000000,Blockbuster,"['Silambarasan', 'Trisha Krishnan', 'VTV Ganesh', 'Babu Antony', 'Lakshmi Ramakrishnan', 'Kitty', 'Uma Padmanabhan', 'Pradeep Kottayam', 'Lena', 'Sudheesh', 'Janani Iyer', 'Samantha Akkineni', 'Naga Chaitanya Akkineni', 'Subbalakshmi']",['A. R. Rahman'],['Gautham Vasudev Menon'],[],"['Jayaraman', 'P. Madhan', 'Elred Kumar', 'Mahesh Menon', 'Malcolm Scerri Ferrante', 'Mickie Menon', 'Shanker Koladi']",new_subtitles/Vinnaithaandi Varuvaayaa/Vinnaithaandi Varuvaayaa.srt,
Uthama Puthiran,ta,"['Romance','Comedy']",05-11-2010,177,U,130000000,160000000,Average,"['Dhanush', ""Genelia D'Souza"", 'Vivek', 'K. Bhagyaraj', 'Ashish Vidhyarthi', 'Jayaprakash Reddy', 'R. Sundarrajan', 'Karunas', 'Charu Haasan', 'Mayilsamy', 'Srinath', 'Pandu', 'Rajendran', 'Ambika', 'Rekha', 'Rajyalakshmi', 'Nithya', 'Uma Padmanabhan', 'Aarthi', 'Surekha Vani', 'Shriya Saran']","['Vijay Antony', 'Vijay Prakash', 'Ajeesh', 'Sangeetha Rajeshwaran', 'Saindhavi Prakash', 'K. G. Ranjith', 'Naresh Iyer']",['Mithran Jawahar'],"['Kona Venkat', 'Gopi Mohan']","['T. Ramesh', 'M. Mohan Apparao']",new_subtitles/Uthama Puthiran/Uthama Puthiran.srt,
Aadukalam,ta,"['Action','Drama','Sport','Thriller']",14-01-2011,160,U,180000000,300000000,Super Hit,"['Dhanush', 'Kishore', 'Taapsee Pannu', 'V. I. S. Jayapalan', 'Meenal', 'Adukalam Naren', 'Periya Karuppu Thevar', 'Dinesh Ravi', 'Aadukalam Murugadoss', 'Sentrayan', 'Jayaprakash']","['S. P. Balasubramaniam', 'G. V. Prakash Kumar', 'Shrihari', 'Raj Mohan', 'Kay Kay', 'Velmurugan', 'Prashanthini', 'Yogi B', 'Ramachandran Anand']",['Vetrimaaran'],"['Snehan', 'Yugabharathi', 'Vikram Sugumaran']","['S.P.B. Charan', 'S. Kathiresan']",new_subtitles/Aadukalam/Aadukalam.srt,
Thiruvilaiyaadal Aarambam,ta,"['Action','Drama','Romance']",15-12-2006,155,U,50000000,167500000,Super Hit,"['Dhanush', 'Shriya Saran', 'Prakash Raj', 'Mouli', 'Saranya Ponvannan', 'Karunas', 'Mayilsamy', 'Ilavarasu', 'Varnika']","['D. Imman', 'Harish Raghavendra', 'Vijay Yesudas', 'Sujatha Mohan', 'Kalpana Raghavendar', 'Karthik', 'K. G. Ranjith']",['Boopathy Pandian'],"['Vairamuthu', 'Na. Muthu Kumar', 'Viveka']",['Dr. K. Vimalageetha'],new_subtitles/Thiruvilaiyaadal Aarambam/Thiruvilaiyaadal Aarambam.srt,
Villu,ta,"['Action','Thriller']",12-01-2009,146,UA,230000000,295000000,Flop,"['Vijay', 'Nayanthara', 'Vadivelu', 'Prakash Raj', 'Ranjitha', 'Manoj K Jayan', 'Devaraj', 'Adithya Menon', 'Anandaraj', 'Sriman', 'Geetha', 'Vaiyapuri', 'Raj Kapoor', 'Mithu Chakrabarty', 'Dhamu', 'Aarthi', 'Pandu', 'T. P. Gajendran', 'Mumaith Khan', 'Khushboo', 'Fefsi Vijayan', 'Prabhu Deva']",['Devi Sri Prasad'],['Prabhu Deva'],"['A. C. Mugil', 'Viveka', 'Rebel Ravi', 'Kabilan']",['K. Karunamoorthy'],new_subtitles/Villu/Villu.srt,
Yavarum Nalam,ta,"['Drama','Horror','Mystery','Sci-Fi','Thriller']",06-03-2009,137,UA,60000000,230000000,Blockbuster,"['R. Madhavan', 'Neetu Chandra', 'Murali Sharma', 'Sachin Khedekar', 'Ravi Babu', 'Sanjaih Bokaria', 'Amitha Rajan', 'Poonam Dhillon', 'Saranya Ponvannan', 'Dhritiman Chatterjee', 'Deepak Dobriyal', 'Sampath Raj', 'Khushboo', 'Rachana Maurya', 'Suhasini Mulay', 'Vinay Jain', 'Meera Vasudevan', 'S. N. Vasanth']","['Shankar Mahadevan', 'Ehsaan Noorani', 'Loy Mendonsa', 'A. S. Lakshminarayanan']",['Vikram Kumar'],"['Vikram Kumar', 'Abhinav Kashyap']",['Suresh Balaje'],new_subtitles/Yavarum Nalam/Yavarum Nalam.srt,
Arinthum Ariyamalum,ta,"['Action','Comedy','Crime','Drama']",20-05-2005,132,UA,20000000,140000000,Super Hit,"['Arya', 'Navdeep', 'Prakash Raj', 'Sameksha Singh', 'Adithya Menon', 'Yoge Jappie', 'Krishnakumar Ramakumar']","['Yuvan Shankar Raja', 'Anushka Manchanda', 'Sujatha Mohan', 'K. G. Ranjith', 'Chinmayi Sripaada']",['Vishnuvardhan'],"['Neelan K. Sekar', 'N. Ramana Gopinath', 'Snehan', 'Pa. Vijay']",['Punnagai Poo Gheetha'],new_subtitles/Arinthum Ariyamalum/Arinthum Ariyamalum.srt,
Kalabha Kadhalan,ta,"['Romance','Thriller']",17-02-2006,165,A,30000000,90000000,Flop,"['Arya', 'Renuka Menon', 'Akshaya', 'Ilavarasu', 'Nizhalgal Ravi', 'Vanitha Krishnachandran', 'T. P. Gajendran', 'Gvanantham']","['Niru', 'Sunitha Sarathy', 'Haricharan', 'Karthik', 'Krishnaraj', 'Sriram', 'Nithyasree Mahadevan', 'Chinmayi Sripaada']",['Igore'],['Igore'],[],new_subtitles/Kalabha Kadhalan/Kalabha Kadhalan.srt,
Naan Kadavul,ta,"['Action','Drama']",06-02-2009,127,UA,110000000,450000000,Super Hit,"['Arya', 'Pooja Umashankar', 'Rajendran', 'Krishnamoorthy', 'Azhagan Thamizhmani', 'Singampuli', 'Aacharya Ravi', 'Rasaiya Kannan', 'Thavasi']",['Ilaiyaraaja'],['Bala'],['Jeyamohan'],['K. S. Sreenivasan'],new_subtitles/Naan Kadavul/Naan Kadavul.srt,
Yatchan,ta,"['Action','Comedy']",11-09-2015,140,U,130000000,210000000,Flop,"['Arya', 'Krishna Kulasekaran', 'Deepa Sannidhi', 'Swathi Reddy', 'Thambi Ramaiah', 'Balaji Patturaj', 'Adil Hussain', 'Y. G. Mahendran', 'Harish Uthaman', 'N. Azhagamperumal', 'Ponvannan', 'Sentrayan', 'Krishnakumar Ramakumar', 'Yogi Babu', 'S. J. Surya', 'Premji Amaran', 'Aarthi', 'Raveena Ravi']","['Yuvan Shankar Raja', 'Anthony Daasan', 'Priyadarshini']",['Vishnuvardhan'],"['D Suresh', 'A.N. Balakrishnan']","['Ronnie Screwvala', 'Siddharth Roy Kapur']",new_subtitles/Yatchan/Yatchan.srt,
Sethu,ta,"['Romance','Drama','Action']",10-12-1999,130,UA,20000000,150000000,Blockbuster,"['Vikram', 'Abitha', 'Sivakumar', 'Sriman', 'Mohan Vaidya', 'Rasheed Ummer', 'Lavanya', 'Jyothi Lakshmi', 'Rajashree']",['Ilaiyaraaja'],['Bala'],[],['A. Kandasamy'],new_subtitles/Sethu/Sethu.srt,
Dhill,ta,"['Action','Drama']",13-07-2001,158,U,40000000,150000000,Super Hit,"['Vikram', 'Laila', 'Deepa Venkat', 'Nassar', 'Vivek', 'Kalairani', 'Charu Haasan', 'Fefsi Vijayan', 'Ashish Vidhyarthi', 'Mayilsamy', 'Vaiyapuri', 'Pandu']",['Vidyasagar'],['Dharani'],"['Pa. Vijay', 'Bharathan', 'Kabilan', 'Arivumathi']",['Poornachandra Rao A'],new_subtitles/Dhill/Dhill.srt,
Kasi,ta,['Drama'],14-11-2001,138,UA,35000000,150000000,Super Hit,"['Vikram', 'Kaveri', 'Kavya Madhavan', 'Manivannan', 'Vinu Chakravarthy', 'Rajeev', 'Vagai Chandrasekar', 'Charle', 'Thalaivasal Vijay', 'Vadivukarasi', 'Aishwarya']",['Ilaiyaraaja'],['Vinayan'],['A. Gokul Krishna'],['M. Mani'],new_subtitles/Kasi/Kasi.srt,
Samurai,ta,"['Action','Drama']",12-07-2002,180,UA,45000000,95000000,Flop,"['Vikram', 'Jaya Seal', 'Nassar', 'Anupam Shyam', 'Piyush Mishra', 'Kollam Thulasi', 'Chinni Jayanth', 'Vadivukarasi', 'Sriya Reddy', 'Bindu Panicker', 'Anita Hassanandani']",['Harris Jayaraj'],['Balaji Sakthivel'],['Balaji Sakthivel'],['S. Sriram'],new_subtitles/Samurai/Samurai.srt,
King,ta,['Action'],06-09-2002,163,U,50000000,110000000,Flop,"['Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Rowan Atkinson', 'Niketa Calame', 'Jim Cummings', 'Whoopi Goldberg', 'Robert Guillaume', 'Moira Kelly', 'Nathan Lane', 'Zoe Leader', 'Cheech Marin', 'Ernie Sabella', 'Madge Sinclair', 'Jonathan Taylor Thomas', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Sally Dworsky', 'Evan Saucedo', 'Brian Tochi', 'Jason Weaver', 'Joseph Williams', 'Laura Williams']","['Mark A. Mangini', 'Hans Zimmer', 'Richard L. Anderson', 'R.J. Kizer', 'David J. Hudson', 'Mel Metcalfe', 'Terry Porter', 'John Roesch', 'Mike Chock', 'Paul Berolzheimer', 'Hilda Hodges', 'Adam Milo Smalley', 'John Pospisil', 'James Christopher', 'Andrew Patterson', 'Donlee Jorgensen', 'Ralph Stuart']","['Roger Allers', 'Rob Minkoff', 'Aaron Blaise', 'Gary Trousdale', 'Tony Bancroft', 'Francis Glebas', 'Jennifer Yuan', 'Rick Moore', 'Mark Koetsier', 'Tom Bancroft', 'Mike Hodgson']","['Joe Ranft', 'Jonathan Roberts', 'Roger Allers', 'Jim Capobianco', 'Linda Woolverton', 'Irene Mecchi', 'Lorna Cook', 'Brenda Chapman', 'Burny Mattinson', 'Mel Shaw', 'Broose Johnson', 'Joe Grant', 'Barry Johnson', 'Dominick R. Domingo', 'Larry Leker', 'Thom Enriquez', 'Jorgen Klubien', 'Kevin Harkey', 'Ed Gombert', 'Ken Boyer', 'Joe Ekers']","['Alice Dewey', 'Don Hahn', 'Sarah McArthur', 'Lisa M. Poole', 'Barbara Harris', 'Kirk Bodyfelt', 'Craig Sost', 'Brian Chavanne', 'Miguel Ángel Poveda', 'Holly E. Bratton', 'Karenna Mazur Alderton', 'Loni Beckner-Black', 'Cathy Lawrence', 'Patricia Hicks', 'Paul Steele', 'Glen Gagnon', 'Matthew Garbera', 'Jeanie Lynd Sorenson', 'Don Walters', 'L.J. Van Cleave', 'Dana Axelrod']",new_subtitles/King/King.srt,
Majaa,ta,"['Action','Comedy','Romance']",01-11-2005,138,U,80000000,163000000,Flop,"['Vikram', 'Asin Thottumkal', 'Manivannan', 'Pasupathy Masilamani', 'Vadivelu', 'Vijayakumar', 'Anu Prabhakar', 'Biju Menon', 'Murali', 'Nithin Sathya', 'Sindhu Tolani']",['Vidyasagar'],['Shafi'],"['Benny P. Nayarambalam', 'Viji Radhika', 'Kabilan']",['Rockline Venkatesh'],new_subtitles/Majaa/Majaa.srt,
Veera Sivaji,ta,['Action'],16-12-2016,133,U,60000000,120000000,Average,"['Vikram Prabhu', 'Shamili', 'John Vijay', 'Swetha', 'Rajendran', 'Robo Shankar', 'Yogi Babu', 'VTV Ganesh', 'G. Marimuthu', 'Baby Sathanya', 'Vinodhini Vaidyanathan', 'Andreanne Nouyrigat', 'Manisha Shree']",['D. Imman'],['Ganesh Vinayak'],['Ganesh Vinayak'],['S. Nandagopal'],new_subtitles/Veera Sivaji/Veera Sivaji.srt,
Vaanam Kottattum,ta,['Drama'],07-02-2020,127,U,60000000,120000000,Average,"['Vikram Prabhu', 'Madonna Sebastian', 'Aishwarya Rajesh', 'Shanthanu Bhagyaraj', 'R. Sarathkumar', 'Radhika Sarathkumar', 'Amitash Pradhan', 'Nandha', 'Madhusudhan Rao']","['S. Sivakumar', 'Anthony Daasan', 'Shakthisree Gopalan', 'Sid Sriram', 'Varun Venkataraman']","['Mani Ratnam', 'Dhana']","['Sivakumar Ananth', 'Vivek']",['Subaskaran Allirajah'],new_subtitles/Vaanam Kottattum/Vaanam Kottattum.srt,
Thiruda Thirudi,ta,"['Romance','Comedy']",05-09-2003,140,U,17500000,163000000,Super Hit,"['Dhanush', 'Chaya Singh', 'Karunas', 'Manikka Vinayagam', 'Ilavarasu', 'Krishnakumar Ramakumar', 'Meghna Nair', 'Kambar Jayaraman']","['Shankar Mahadevan', 'Dhina', 'Udit Narayan', 'Anuradha Sriram', 'Karthik', 'Srilekha Parthasarathy', 'Pop Shalini', 'Devan Ekambaram', 'Malathy Lakshman']","['Subramaniam Siva', 'G. Ramesh']","['Pa. Vijay', 'Na. Muthu Kumar', 'Yugabharathi']",['Krishnakanth K S'],new_subtitles/Thiruda Thirudi/Thiruda Thirudi.srt,
Pudhukottaiyilirundhu Saravanan,ta,"['Romance','Action','Adventure']",14-01-2004,150,UA,20000000,67500000,Flop,"['Dhanush', 'Aparna Pillai', 'Karunas', 'Mayoori', 'Tharika']","['Yuvan Shankar Raja', 'K. G. Ranjith', 'Chinmayi Sripaada', 'Hema Sardesai', 'Bombay Jayashri', 'Kunal Ganjawala']","['S. S. Stanley', 'G. Ramesh']","['S. S. Stanley', 'Snehan', 'Pa. Vijay', 'Na. Muthu Kumar', 'Thamarai']",['Krishnakanth K S'],new_subtitles/Pudhukottaiyilirundhu Saravanan/Pudhukottaiyilirundhu Saravanan.srt,
Dreams,ta,['Drama'],12-11-2004,121,UA,15000000,45000000,Disaster,"['Dhanush', 'Diya', 'Pyramid Natarajan', 'Parul Yadav', 'Kuyili', 'Nithin Sathya', 'Thalaivasal Vijay', 'Rajyalakshmi', 'Kaajal Pasupathi', 'Ramji', 'Manobala', 'Rajesh', 'Poovilangu Mohan', 'Karthik Sabesh', 'Aryan', 'Bala Singh']","['Bharathwaj', 'Mahathi S.', 'Harish Raghavendra', 'K. G. Ranjith', 'Tippu', 'P. Unnikrishnan', 'Malathy Lakshman']",['Kasthoori Raja'],[],['Saraswathi Srikanth'],new_subtitles/Dreams/Dreams.srt,
E,ta,"['Thriller','Action','Drama']",20-10-2006,156,U,20000000,190000000,Blockbuster,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano', 'Amerigo Fontani', 'Sergio Bini Bustric', 'Lidia Alfonsi', 'Horst Buchholz', 'Pietro De Silva', 'Marisa Paredes', 'Giuliana Lojodice', 'Francesco Guzzo', 'Adelaide Alaïs', 'Verena Buratti', 'Hannes Hellmann', 'Wolfgang Hillinger', 'Antonio Prester', 'Gina Rovere', 'Laura Susanne Ruedeberg', 'Richard Sammel', 'Andrea Tidona', 'Omero Antonutti']",['Nicola Piovani'],"['Roberto Benigni', 'Gianni Arduini']",['Vincenzo Cerami'],"['John Davis', 'Shaila Rubin', 'Gianluigi Braschi', 'Elda Ferri', 'Agnès Mentre', 'Tullio Lullo', 'Mario Cotone', 'Attilio Viti', 'David H. Kramer', 'Nando Nibbi']",new_subtitles/E/E.srt,
Thenavattu,ta,"['Action','Drama']",21-11-2008,140,UA,40000000,140000000,Hit,"['Jiiva', 'Poonam Bajwa', 'Kanja Karuppu', 'Saranya Ponvannan', 'Saikumar', 'Rajan P Dev', 'Ravi Kale', 'Delhi Ganesh']",['Srikanth Deva'],['V. V. Kathir'],"['V. V. Kathir', 'Na. Muthu Kumar']",[],new_subtitles/Thenavattu/Thenavattu.srt,
Rowthiram,ta,"['Action','Drama']",12-08-2011,161,UA,70000000,160000000,Flop,"['Jiiva', 'Shriya Saran', 'Prakash Raj', 'Jayaprakash', 'Babu Antony', 'Lakshmi Ramakrishnan', 'Sathyan Sivakumar', 'Chaitanya Krishna', 'Nandha Saravanan', 'Sentrayan', 'Rajendran', 'Srinath', 'Robo Shankar']",['Prakash Nikki'],['Gokul'],['Gokul'],['R. B. Choudary'],new_subtitles/Rowthiram/Rowthiram.srt,
Rajadhi Raja,ta,['Drama'],15-05-2009,158,A,45000000,90000000,Flop,"['Raghava Lawrence', 'Mumtaj', 'Kamna Jethmalani', 'Karunas', 'Snigdha Akolkar', 'Meenakshi', 'Neelima Rani', 'Paravai Muniyamma', 'Bose Venkat', 'Yugendran', 'Chetan']",[],['Sakthi Chidambaram'],['Sakthi Chidambaram'],[],new_subtitles/Rajadhi Raja/Rajadhi Raja.srt,
Alai,ta,"['Romance','Comedy']",12-09-2003,158,U,12500000,41200000,Flop,"['Silambarasan', 'Vivek', 'Trisha Krishnan', 'Nassar', 'Raghuvaran', 'Saranya Ponvannan']",['Vidyasagar'],"['Vikram Kumar', 'Saran']","['Vikram Kumar', 'Kabilan']",[],new_subtitles/Alai/Alai.srt,
Kovil,ta,['Drama'],14-01-2004,148,U,40000000,220000000,Blockbuster,"['Silambarasan', 'Sonia Agarwal', 'Nassar', 'Vadivelu', 'Charle', 'Rajkiran', 'Ganeshkar']",['Harris Jayaraj'],['Hari'],['Na. Muthu Kumar'],['A. M. Rathnam'],new_subtitles/Kovil/Kovil.srt,
Kuththu,ta,['Action'],14-04-2004,156,UA,30000000,150000000,Hit,"['Silambarasan', 'Divya Spandana', 'Livingston', 'Kalabhavan Mani', 'Karunas', 'Vijayakumar', 'Kota Srinivasa Rao', 'Manorama', 'Aishwarya', 'Ramya Krishnan']",['Srikanth Deva'],['A. Venkatesh'],['A. Venkatesh'],[],new_subtitles/Kuththu/Kuththu.srt,
Anbanavan Asaradhavan Adangadhavan,ta,['Action'],23-06-2017,160,UA,100000000,167500000,Flop,"['Silambarasan', 'Shriya Saran', 'Tamanna Bhatia', 'Mahat Raghavendra', 'Y. G. Mahendran', 'Kasturi Shankar', 'VTV Ganesh', 'Rajendran', 'Sana Khaan', 'Kovai Sarala', 'R. Neelakantan', 'Pandu', 'Shanmugasundaram', 'Swaminathan', 'Lollu Sabha Manohar', 'Singamuthu', 'Nellai Siva', 'Vijayakumar']","['Yuvan Shankar Raja', 'Arun Seenu']",['Adhik Ravichandran'],['Adhik Ravichandran'],['S. Michael Rayappan'],new_subtitles/Anbanavan Asaradhavan Adangadhavan/Anbanavan Asaradhavan Adangadhavan.srt,
Thavam,ta,['Drama'],05-10-2007,145,U,10000000,30000000,Flop,"['Arun Vijay', 'Sanjjanaa Galrani', 'Arpitha', 'Vadivelu', 'Janagaraj']",['D. Imman'],"['Puri Jagannath', 'Sakthi Paramesh']",['Puri Jagannath'],[],new_subtitles/Thavam/Thavam.srt,
Merku Thodarchi Malai,ta,['Drama'],24-08-2018,118,U,23000000,44400000,Flop,"['Antony', 'Gayathri Krishna', 'Abu Valayankulam', 'Anthony Vaathiyaar', 'Thevaram Sornam', 'Arumugam Bala', 'Kodangipatti Mokkathayi', 'Pallavarayanpatti Pandi', 'Vanaraj', 'Master Smith']",['Ilaiyaraaja'],['Lenin Bharathi'],['Lenin Bharathi'],[],new_subtitles/Merku Thodarchi Malai/Merku Thodarchi Malai.srt,
Jayam,ta,"['Romance','Action','Drama']",20-06-2003,162,UA,17500000,180000000,Blockbuster,"['Sadha', 'Jayam Ravi', 'Gopichand', 'Rajeev', 'Pragathi', 'Senthil', 'Ramesh Khanna', 'Shakeela', 'Mayilsamy', 'Poornitha', 'Reshmi Menon', 'Suman Shetty']",['R. P. Patnaik'],"['Mohan Raja', 'Teja']","['Mohan Raja', 'Teja', ' Prasanna Kumar Bejawada']",['M. Varalakshmi'],new_subtitles/Jayam/Jayam.srt,
Kanden Kadhalai,ta,"['Romance','Comedy']",30-10-2009,135,U,50000000,230000000,Super Hit,"['Bharath Srinivasan', 'Tamanna Bhatia', 'Sapan Saran', 'Santhanam', 'Nizhalgal Ravi', 'Manobala', 'Deepa Venkat', 'N. Azhagamperumal', 'Ravichandran', 'Shammu', 'Singamuthu', 'Pandu', 'Lollu Sabha Jeeva']",['Vidyasagar'],['R Kannan'],"['Imtiaz Ali', 'R Kannan', 'Pattukottai Prabhakar', 'Na. Muthu Kumar']",['G Dhananjayan'],new_subtitles/Kanden Kadhalai/Kanden Kadhalai.srt,
Inimey Ippadithan,ta,"['Romance','Comedy']",12-06-2015,134,UA,50000000,150000000,Hit,"['Santhanam', 'Ashna Zaveri', 'Akhila Kishore', 'VTV Ganesh', 'Thambi Ramaiah', 'Adukalam Naren', 'Fefsi Vijayan', 'Pragathi', 'Sriranjini', 'Raveena Ravi']",['Santhosh Dhayanidhi'],['Muruganand'],['Muruganand'],[],new_subtitles/Inimey Ippadithan/Inimey Ippadithan.srt,
Yennamo Yedho,ta,"['Romance','Comedy']",25-04-2014,143,U,15000000,30000000,Flop,"['Gautham Karthik', 'Rakul Preet Singh', 'Nikeesha Patel', 'Prabhu Ganesan', 'Anupama Kumar', 'N. Azhagamperumal', 'Surekha Vani', 'Manobala', 'Madhan Bob', 'Sai Prashanth', 'Shakeela', 'Lollu Sabha Manohar', 'Yogi Babu', 'Amit Bhargav']","['D. Imman', 'Anirudh Ravichander']","['B. V. Nandini Reddy', 'Ravi Tyagarajan']","['B. V. Nandini Reddy', 'P. V. Prasad']",['P. Ravikumar'],new_subtitles/Yennamo Yedho/Yennamo Yedho.srt,
Muthuramalingam,ta,"['Action','Drama']",24-02-2017,160,U,20000000,40000000,Disaster,"['Gautham Karthik', 'Priya Anand', 'Napoleon', 'Suman Talwar', 'Vivek', 'Vamsi Krishna', 'Chinni Jayanth', 'Rekha', 'Singampuli', 'Viji Chandrasekhar', 'Fefsi Vijayan', 'Singamuthu', 'Azhagu', 'Cell Murugan']",['Ilaiyaraaja'],['C. Raja Durai'],"['Panchu Arunachalam', 'C. Raja Durai']",['D Vijay Prakash'],new_subtitles/Muthuramalingam/Muthuramalingam.srt,
Rangoon,ta,"['Action','Crime','Drama']",09-06-2017,126,UA,30000000,100000000,Average,"['Gautham Karthik', 'Sana Makbul', 'Daniel Annie Pope', 'Lallu Prasath', 'Supergood Subramani', 'Anand']","['Vishal Chandrasekhar', 'Vikram RH']","['A.R. Murugadoss', 'Rajkumar Periasamy', 'J Jaswini']",['Rajkumar Periasamy'],[],new_subtitles/Rangoon/Rangoon.srt,
Indrajith,ta,"['Action','Adventure']",24-11-2017,117,U,50000000,60000000,Disaster,"['Gautham Karthik', 'Sonarika Bhadoria', 'Ashrita Shetty', 'Sudhanshu Pandey', 'M. S. Bhaskar', 'Sachin Khedekar', 'Nagendra Babu', 'Rajveer Ankur Singh', 'Amit']",['KP'],['Kalaprabhu'],"['Kalaprabhu', 'Kabilan Vairamuthu']",['S. Thanu'],new_subtitles/Indrajith/Indrajith.srt,
Oru Nalla Naal Paathu Solren,ta,['Comedy'],02-02-2018,149,U,100000000,130000000,Disaster,"['Vijay Sethupathi', 'Gautham Karthik', 'Gayathrie Shankar', 'Niharika Konidela', 'Ramesh Thilak', 'Rajkumar', 'Daniel Annie Pope', 'Viji Chandrasekhar']",['Justin Prabhakaran'],['P. Arumugakumar'],[],"['P. Arumugakumar', 'Ramesh Kalimuthu', 'Ganesh Kalimuthu', 'Yogesh Ramachandran']",new_subtitles/Oru Nalla Naal Paathu Solren/Oru Nalla Naal Paathu Solren.srt,
Poraali,ta,"['Action','Thriller','Drama']",01-12-2011,145,UA,20000000,80000000,Hit,"['M. Sasikumar', 'Swathi Reddy', 'Nivetha Thomas', 'Allari Naresh', 'Vasundhara Kashyap', 'Soori', 'Namo Narayanan', 'G. Gnanasambandam', 'Jayaprakash', 'Kanja Karuppu', 'Sandra Amy']",['Sundar C. Babu'],['Samuthirakani'],['Na. Muthu Kumar'],[],new_subtitles/Poraali/Poraali.srt,
Sundarapandian,ta,"['Comedy','Drama']",14-09-2012,148,U,40000000,200000000,Blockbuster,"['M. Sasikumar', 'Lakshmi Menon', 'Vijay Sethupathi', 'Soori', 'Appukutty', 'Inigo Prabhakaran', 'Adukalam Naren', 'Tulasi', 'Soundara Raja', 'Thavasi', 'Sujatha Sivakumar', 'Thennavan']","['N. R. Raghunanthan', 'Saindhavi Prakash']",['S. R. Prabhakaran'],['S. R. Prabhakaran'],[],new_subtitles/Sundarapandian/Sundarapandian.srt,
